订单编号,客户ID,客户名称,客户编号,客户省份,销售代表ID,下单日期,预计送货日期,实际送货日期,产品ID,产品名称,数量, 单价 ,金额
SO45935,19439,西藏19439自行车销售有限公司,10-4030-019439,西藏,213,3/18/15,3/30/15,3/29/15,709,公路自行车,1,699.0982,699.0982
SO45936,26016,江苏26016自行车销售有限公司,10-4030-026016,江苏,201,3/18/15,3/30/15,3/26/15,743,山地自行车,1,3374.99,3374.99
SO45937,14824,宁夏14824自行车销售有限公司,10-4030-014824,宁夏,213,3/19/15,3/31/15,3/25/15,709,公路自行车,1,3578.27,3578.27
SO45938,11654,宁夏11654自行车销售有限公司,10-4030-011654,宁夏,213,3/19/15,3/31/15,3/24/15,709,公路自行车,1,3578.27,3578.27
SO45939,14757,江西14757自行车销售有限公司,10-4030-014757,江西,203,3/19/15,3/31/15,3/20/15,709,公路自行车,1,699.0982,699.0982
SO45940,20244,西藏20244自行车销售有限公司,10-4030-020244,西藏,213,3/19/15,3/31/15,3/27/15,709,公路自行车,1,3578.27,3578.27
SO45941,19978,辽宁19978自行车销售有限公司,10-4030-019978,辽宁,207,3/19/15,3/31/15,3/30/15,709,公路自行车,1,3578.27,3578.27
SO45942,20219,贵州20219自行车销售有限公司,10-4030-020219,贵州,214,3/19/15,3/31/15,4/1/15,709,公路自行车,1,3578.27,3578.27
SO45943,20221,广西20221自行车销售有限公司,10-4030-020221,广西,209,3/19/15,3/31/15,3/28/15,709,公路自行车,1,3578.27,3578.27
SO45944,20225,广西20225自行车销售有限公司,10-4030-020225,广西,209,3/19/15,3/31/15,3/31/15,709,公路自行车,1,3578.27,3578.27
SO45945,25920,北京25920自行车销售有限公司,10-4030-025920,北京,205,3/19/15,3/31/15,3/22/15,709,公路自行车,1,699.0982,699.0982
SO45946,11914,河北11914自行车销售有限公司,10-4030-011914,河北,208,3/19/15,3/31/15,3/31/15,743,山地自行车,1,3374.99,3374.99
SO45947,11943,重庆11943自行车销售有限公司,10-4030-011943,重庆,214,3/19/15,3/31/15,3/23/15,743,山地自行车,1,3374.99,3374.99
SO45948,14879,辽宁14879自行车销售有限公司,10-4030-014879,辽宁,207,3/20/15,4/1/15,4/3/15,709,公路自行车,1,699.0982,699.0982
SO45949,19970,上海19970自行车销售有限公司,10-4030-019970,上海,202,3/20/15,4/1/15,4/3/15,709,公路自行车,1,3578.27,3578.27
SO45950,19974,贵州19974自行车销售有限公司,10-4030-019974,贵州,214,3/20/15,4/1/15,3/25/15,709,公路自行车,1,3578.27,3578.27
SO45951,11944,陕西11944自行车销售有限公司,10-4030-011944,陕西,213,3/20/15,4/1/15,3/25/15,743,山地自行车,1,3374.99,3374.99
SO45952,11969,西藏11969自行车销售有限公司,10-4030-011969,西藏,213,3/20/15,4/1/15,3/30/15,743,山地自行车,1,3399.99,3399.99
SO45953,23859,青海23859自行车销售有限公司,10-4030-023859,青海,213,3/21/15,4/2/15,3/24/15,709,公路自行车,1,3578.27,3578.27
SO45954,11810,海南11810自行车销售有限公司,10-4030-011810,海南,209,3/21/15,4/2/15,4/4/15,709,公路自行车,1,3578.27,3578.27
SO45955,26055,黑龙江26055自行车销售有限公司,10-4030-026055,黑龙江,207,3/21/15,4/2/15,3/28/15,743,山地自行车,1,3399.99,3399.99
SO45956,19979,甘肃19979自行车销售有限公司,10-4030-019979,甘肃,213,3/21/15,4/2/15,4/2/15,709,公路自行车,1,3578.27,3578.27
SO45957,11809,福建11809自行车销售有限公司,10-4030-011809,福建,211,3/22/15,4/3/15,3/25/15,709,公路自行车,1,3578.27,3578.27
SO45958,11818,吉林11818自行车销售有限公司,10-4030-011818,吉林,207,3/22/15,4/3/15,3/24/15,709,公路自行车,1,3578.27,3578.27
SO45959,11872,湖北11872自行车销售有限公司,10-4030-011872,湖北,203,3/22/15,4/3/15,4/6/15,709,公路自行车,1,3578.27,3578.27
SO45960,11671,陕西11671自行车销售有限公司,10-4030-011671,陕西,213,3/22/15,4/3/15,4/5/15,709,公路自行车,1,3578.27,3578.27
SO45961,12717,山东12717自行车销售有限公司,10-4030-012717,山东,206,3/22/15,4/3/15,3/26/15,709,公路自行车,1,3578.27,3578.27
SO45962,20227,宁夏20227自行车销售有限公司,10-4030-020227,宁夏,213,3/22/15,4/3/15,3/23/15,709,公路自行车,1,3578.27,3578.27
SO45963,20238,海南20238自行车销售有限公司,10-4030-020238,海南,209,3/22/15,4/3/15,3/25/15,709,公路自行车,1,3578.27,3578.27
SO45964,20215,河北20215自行车销售有限公司,10-4030-020215,河北,208,3/22/15,4/3/15,3/26/15,709,公路自行车,1,3578.27,3578.27
SO45965,25921,四川25921自行车销售有限公司,10-4030-025921,四川,214,3/22/15,4/3/15,4/1/15,709,公路自行车,1,699.0982,699.0982
SO45966,11946,湖北11946自行车销售有限公司,10-4030-011946,湖北,203,3/22/15,4/3/15,3/28/15,743,山地自行车,1,3399.99,3399.99
SO45967,19454,天津19454自行车销售有限公司,10-4030-019454,天津,208,3/23/15,4/4/15,3/29/15,709,公路自行车,1,699.0982,699.0982
SO45968,11834,广西11834自行车销售有限公司,10-4030-011834,广西,209,3/23/15,4/4/15,3/27/15,709,公路自行车,1,3578.27,3578.27
SO45969,20156,湖南20156自行车销售有限公司,10-4030-020156,湖南,210,3/23/15,4/4/15,3/29/15,709,公路自行车,1,3578.27,3578.27
SO45970,11963,辽宁11963自行车销售有限公司,10-4030-011963,辽宁,207,3/23/15,4/4/15,4/4/15,743,山地自行车,1,3374.99,3374.99
SO45971,11335,北京11335自行车销售有限公司,10-4030-011335,北京,205,3/24/15,4/5/15,4/2/15,743,山地自行车,1,3399.99,3399.99
SO45972,19472,浙江19472自行车销售有限公司,10-4030-019472,浙江,204,3/24/15,4/5/15,4/2/15,709,公路自行车,1,699.0982,699.0982
SO45973,11773,新疆11773自行车销售有限公司,10-4030-011773,新疆,213,3/24/15,4/5/15,3/25/15,709,公路自行车,1,3578.27,3578.27
SO45974,26018,北京26018自行车销售有限公司,10-4030-026018,北京,205,3/24/15,4/5/15,4/5/15,743,山地自行车,1,3399.99,3399.99
SO45975,14755,江西14755自行车销售有限公司,10-4030-014755,江西,203,3/24/15,4/5/15,4/3/15,709,公路自行车,1,699.0982,699.0982
SO45976,20239,青海20239自行车销售有限公司,10-4030-020239,青海,213,3/24/15,4/5/15,4/1/15,709,公路自行车,1,3578.27,3578.27
SO45977,20216,西藏20216自行车销售有限公司,10-4030-020216,西藏,213,3/24/15,4/5/15,3/31/15,709,公路自行车,1,3578.27,3578.27
SO45978,11967,北京11967自行车销售有限公司,10-4030-011967,北京,205,3/24/15,4/5/15,4/3/15,743,山地自行车,1,3374.99,3374.99
SO45979,15630,甘肃15630自行车销售有限公司,10-4030-015630,甘肃,213,3/25/15,4/6/15,4/9/15,709,公路自行车,1,3578.27,3578.27
SO45980,15631,江西15631自行车销售有限公司,10-4030-015631,江西,203,3/25/15,4/6/15,3/29/15,709,公路自行车,1,3578.27,3578.27
SO45981,12805,浙江12805自行车销售有限公司,10-4030-012805,浙江,204,3/25/15,4/6/15,4/7/15,709,公路自行车,1,3578.27,3578.27
SO45982,19977,浙江19977自行车销售有限公司,10-4030-019977,浙江,204,3/25/15,4/6/15,4/2/15,709,公路自行车,1,3578.27,3578.27
SO45983,14830,贵州14830自行车销售有限公司,10-4030-014830,贵州,214,3/26/15,4/7/15,4/1/15,709,公路自行车,1,3578.27,3578.27
SO45984,11690,上海11690自行车销售有限公司,10-4030-011690,上海,202,3/26/15,4/7/15,4/10/15,709,公路自行车,1,3578.27,3578.27
SO45985,11708,湖南11708自行车销售有限公司,10-4030-011708,湖南,210,3/26/15,4/7/15,3/28/15,709,公路自行车,1,3578.27,3578.27
SO45986,11743,安徽11743自行车销售有限公司,10-4030-011743,安徽,201,3/26/15,4/7/15,4/5/15,709,公路自行车,1,3578.27,3578.27
SO45987,11854,湖北11854自行车销售有限公司,10-4030-011854,湖北,203,3/26/15,4/7/15,4/10/15,709,公路自行车,1,3578.27,3578.27
SO45988,11675,黑龙江11675自行车销售有限公司,10-4030-011675,黑龙江,207,3/26/15,4/7/15,3/29/15,709,公路自行车,1,3578.27,3578.27
SO45989,12631,天津12631自行车销售有限公司,10-4030-012631,天津,208,3/26/15,4/7/15,3/27/15,709,公路自行车,1,3578.27,3578.27
SO45990,12711,黑龙江12711自行车销售有限公司,10-4030-012711,黑龙江,207,3/26/15,4/7/15,4/7/15,709,公路自行车,1,3578.27,3578.27
SO45991,11976,甘肃11976自行车销售有限公司,10-4030-011976,甘肃,213,3/26/15,4/7/15,4/4/15,743,山地自行车,1,3374.99,3374.99
SO45992,19451,黑龙江19451自行车销售有限公司,10-4030-019451,黑龙江,207,3/27/15,4/8/15,4/10/15,709,公路自行车,1,699.0982,699.0982
SO45993,11924,贵州11924自行车销售有限公司,10-4030-011924,贵州,214,3/27/15,4/8/15,4/4/15,709,公路自行车,1,3578.27,3578.27
SO45994,11774,云南11774自行车销售有限公司,10-4030-011774,云南,214,3/27/15,4/8/15,4/5/15,709,公路自行车,1,3578.27,3578.27
SO45995,23846,湖南23846自行车销售有限公司,10-4030-023846,湖南,210,3/27/15,4/8/15,3/28/15,709,公路自行车,1,3578.27,3578.27
SO45996,11839,新疆11839自行车销售有限公司,10-4030-011839,新疆,213,3/27/15,4/8/15,4/9/15,709,公路自行车,1,3578.27,3578.27
SO45997,14756,新疆14756自行车销售有限公司,10-4030-014756,新疆,213,3/27/15,4/8/15,4/7/15,709,公路自行车,1,699.0982,699.0982
SO45998,25918,浙江25918自行车销售有限公司,10-4030-025918,浙江,204,3/27/15,4/8/15,4/9/15,709,公路自行车,1,699.0982,699.0982
SO45999,23583,四川23583自行车销售有限公司,10-4030-023583,四川,214,3/28/15,4/9/15,4/5/15,709,公路自行车,1,3578.27,3578.27
SO46000,11778,上海11778自行车销售有限公司,10-4030-011778,上海,202,3/28/15,4/9/15,4/6/15,709,公路自行车,1,3578.27,3578.27
SO46001,23806,山西23806自行车销售有限公司,10-4030-023806,山西,206,3/28/15,4/9/15,3/29/15,709,公路自行车,1,3578.27,3578.27
SO46002,11826,广东11826自行车销售有限公司,10-4030-011826,广东,212,3/28/15,4/9/15,4/4/15,709,公路自行车,1,3578.27,3578.27
SO46003,11831,天津11831自行车销售有限公司,10-4030-011831,天津,208,3/28/15,4/9/15,4/9/15,709,公路自行车,1,3578.27,3578.27
SO46004,11664,吉林11664自行车销售有限公司,10-4030-011664,吉林,207,3/28/15,4/9/15,4/11/15,709,公路自行车,1,3578.27,3578.27
SO46005,12749,河南12749自行车销售有限公司,10-4030-012749,河南,206,3/28/15,4/9/15,4/9/15,709,公路自行车,1,3578.27,3578.27
SO46006,20236,贵州20236自行车销售有限公司,10-4030-020236,贵州,214,3/28/15,4/9/15,3/30/15,709,公路自行车,1,3578.27,3578.27
SO46007,20220,黑龙江20220自行车销售有限公司,10-4030-020220,黑龙江,207,3/28/15,4/9/15,3/29/15,709,公路自行车,1,3578.27,3578.27
SO46008,11912,天津11912自行车销售有限公司,10-4030-011912,天津,208,3/28/15,4/9/15,3/29/15,743,山地自行车,1,3374.99,3374.99
SO46009,11917,海南11917自行车销售有限公司,10-4030-011917,海南,209,3/28/15,4/9/15,4/1/15,743,山地自行车,1,3399.99,3399.99
SO46010,11488,新疆11488自行车销售有限公司,10-4030-011488,新疆,213,3/29/15,4/10/15,4/4/15,743,山地自行车,1,3374.99,3374.99
SO46011,11489,云南11489自行车销售有限公司,10-4030-011489,云南,214,3/29/15,4/10/15,4/12/15,743,山地自行车,1,3374.99,3374.99
SO46012,19453,陕西19453自行车销售有限公司,10-4030-019453,陕西,213,3/29/15,4/10/15,3/31/15,709,公路自行车,1,699.0982,699.0982
SO46013,11705,安徽11705自行车销售有限公司,10-4030-011705,安徽,201,3/29/15,4/10/15,4/11/15,709,公路自行车,1,3578.27,3578.27
SO46014,23396,新疆23396自行车销售有限公司,10-4030-023396,新疆,213,3/29/15,4/10/15,4/1/15,709,公路自行车,1,3578.27,3578.27
SO46015,23511,四川23511自行车销售有限公司,10-4030-023511,四川,214,3/29/15,4/10/15,4/9/15,709,公路自行车,1,3578.27,3578.27
SO46016,11885,广东11885自行车销售有限公司,10-4030-011885,广东,212,3/29/15,4/10/15,4/4/15,709,公路自行车,1,3578.27,3578.27
SO46017,11886,新疆11886自行车销售有限公司,10-4030-011886,新疆,213,3/29/15,4/10/15,4/2/15,709,公路自行车,1,3578.27,3578.27
SO46018,11663,北京11663自行车销售有限公司,10-4030-011663,北京,205,3/29/15,4/10/15,4/11/15,709,公路自行车,1,3578.27,3578.27
SO46019,14752,吉林14752自行车销售有限公司,10-4030-014752,吉林,207,3/29/15,4/10/15,3/31/15,709,公路自行车,1,699.0982,699.0982
SO46020,20228,辽宁20228自行车销售有限公司,10-4030-020228,辽宁,207,3/29/15,4/10/15,4/9/15,709,公路自行车,1,3578.27,3578.27
SO46021,19971,河南19971自行车销售有限公司,10-4030-019971,河南,206,3/29/15,4/10/15,3/30/15,709,公路自行车,1,3578.27,3578.27
SO46022,11968,吉林11968自行车销售有限公司,10-4030-011968,吉林,207,3/29/15,4/10/15,4/2/15,743,山地自行车,1,3399.99,3399.99
SO46023,30058,青海30058自行车销售有限公司,10-4020-000390,青海,213,3/30/15,4/11/15,4/2/15,743,山地自行车,3,2024.994,6074.982
SO46024,29620,福建29620自行车销售有限公司,10-4020-000353,福建,211,3/30/15,4/11/15,4/10/15,743,山地自行车,7,2039.994,14279.958
SO46024,29620,福建29620自行车销售有限公司,10-4020-000353,福建,211,3/30/15,4/11/15,4/8/15,752,山地自行车袜子,8,5.7,45.6
SO46025,29611,福建29611自行车销售有限公司,10-4020-000271,福建,211,3/30/15,4/11/15,4/12/15,709,公路自行车,4,874.794,3499.176
SO46025,29611,福建29611自行车销售有限公司,10-4020-000271,福建,211,3/30/15,4/11/15,4/1/15,759,长袖运动衫,2,28.8404,57.6808
SO46026,29955,广东29955自行车销售有限公司,10-4020-000018,广东,212,3/30/15,4/11/15,4/12/15,743,山地自行车,11,2039.994,22439.934
SO46026,29955,广东29955自行车销售有限公司,10-4020-000018,广东,212,3/30/15,4/11/15,4/9/15,745,山地自行车车架,7,818.7,5730.9
SO46026,29955,广东29955自行车销售有限公司,10-4020-000018,广东,212,3/30/15,4/11/15,4/7/15,752,山地自行车袜子,3,5.7,17.1
SO46026,29955,广东29955自行车销售有限公司,10-4020-000018,广东,212,3/30/15,4/11/15,4/2/15,759,长袖运动衫,1,28.8404,28.8404
SO46027,29555,湖南29555自行车销售有限公司,10-4020-000162,湖南,210,3/30/15,4/11/15,4/7/15,709,公路自行车,6,874.794,5248.764
SO46027,29555,湖南29555自行车销售有限公司,10-4020-000162,湖南,210,3/30/15,4/11/15,4/4/15,759,长袖运动衫,1,28.8404,28.8404
SO46028,29888,江苏29888自行车销售有限公司,10-4020-000206,江苏,201,3/30/15,4/11/15,4/11/15,709,公路自行车,27,2146.962,57967.974
SO46028,29888,江苏29888自行车销售有限公司,10-4020-000206,江苏,201,3/30/15,4/11/15,4/5/15,711,公路自行车车架,7,356.898,2498.286
SO46028,29888,江苏29888自行车销售有限公司,10-4020-000206,江苏,201,3/30/15,4/11/15,4/2/15,731,帽子,2,5.1865,10.373
SO46028,29888,江苏29888自行车销售有限公司,10-4020-000206,江苏,201,3/30/15,4/11/15,4/5/15,758,运动头盔,6,20.1865,121.119
SO46028,29888,江苏29888自行车销售有限公司,10-4020-000206,江苏,201,3/30/15,4/11/15,4/2/15,759,长袖运动衫,6,28.8404,173.0424
SO46029,29539,北京29539自行车销售有限公司,10-4020-000210,北京,205,3/30/15,4/11/15,4/8/15,709,公路自行车,6,874.794,5248.764
SO46029,29539,北京29539自行车销售有限公司,10-4020-000210,北京,205,3/30/15,4/11/15,4/4/15,731,帽子,3,5.1865,15.5595
SO46029,29539,北京29539自行车销售有限公司,10-4020-000210,北京,205,3/30/15,4/11/15,4/10/15,759,长袖运动衫,1,28.8404,28.8404
SO46030,29717,四川29717自行车销售有限公司,10-4020-000164,四川,214,3/30/15,4/11/15,4/13/15,743,山地自行车,4,2039.994,8159.976
SO46030,29717,四川29717自行车销售有限公司,10-4020-000164,四川,214,3/30/15,4/11/15,4/7/15,752,山地自行车袜子,6,5.7,34.2
SO46031,29548,江苏29548自行车销售有限公司,10-4020-000318,江苏,201,3/30/15,4/11/15,4/9/15,709,公路自行车,1,2146.962,2146.962
SO46031,29548,江苏29548自行车销售有限公司,10-4020-000318,江苏,201,3/30/15,4/11/15,4/10/15,759,长袖运动衫,1,28.8404,28.8404
SO46032,29818,甘肃29818自行车销售有限公司,10-4020-000697,甘肃,213,3/30/15,4/11/15,4/6/15,731,帽子,2,5.1865,10.373
SO46032,29818,甘肃29818自行车销售有限公司,10-4020-000697,甘肃,213,3/30/15,4/11/15,4/1/15,743,山地自行车,14,2039.994,28559.916
SO46032,29818,甘肃29818自行车销售有限公司,10-4020-000697,甘肃,213,3/30/15,4/11/15,4/5/15,745,山地自行车车架,3,722.5949,2167.7847
SO46032,29818,甘肃29818自行车销售有限公司,10-4020-000697,甘肃,213,3/30/15,4/11/15,4/2/15,752,山地自行车袜子,7,5.7,39.9
SO46032,29818,甘肃29818自行车销售有限公司,10-4020-000697,甘肃,213,3/30/15,4/11/15,4/2/15,758,运动头盔,9,20.1865,181.6785
SO46032,29818,甘肃29818自行车销售有限公司,10-4020-000697,甘肃,213,3/30/15,4/11/15,4/13/15,759,长袖运动衫,5,28.8404,144.202
SO46033,30011,江苏30011自行车销售有限公司,10-4020-000531,江苏,201,3/30/15,4/11/15,4/5/15,709,公路自行车,11,419.4589,4614.0479
SO46033,30011,江苏30011自行车销售有限公司,10-4020-000531,江苏,201,3/30/15,4/11/15,4/6/15,731,帽子,3,5.1865,15.5595
SO46033,30011,江苏30011自行车销售有限公司,10-4020-000531,江苏,201,3/30/15,4/11/15,4/13/15,759,长袖运动衫,3,28.8404,86.5212
SO46034,29892,吉林29892自行车销售有限公司,10-4020-000191,吉林,207,3/30/15,4/11/15,4/8/15,709,公路自行车,30,2146.962,64408.86
SO46034,29892,吉林29892自行车销售有限公司,10-4020-000191,吉林,207,3/30/15,4/11/15,4/10/15,711,公路自行车车架,7,356.898,2498.286
SO46035,29813,新疆29813自行车销售有限公司,10-4020-000011,新疆,213,3/30/15,4/11/15,4/10/15,743,山地自行车,6,2039.994,12239.964
SO46035,29813,新疆29813自行车销售有限公司,10-4020-000011,新疆,213,3/30/15,4/11/15,3/31/15,752,山地自行车袜子,8,5.7,45.6
SO46036,29509,新疆29509自行车销售有限公司,10-4020-000558,新疆,213,3/30/15,4/11/15,4/11/15,709,公路自行车,29,2146.962,62261.898
SO46036,29509,新疆29509自行车销售有限公司,10-4020-000558,新疆,213,3/30/15,4/11/15,4/12/15,711,公路自行车车架,8,183.9382,1471.5056
SO46036,29509,新疆29509自行车销售有限公司,10-4020-000558,新疆,213,3/30/15,4/11/15,4/11/15,731,帽子,3,5.1865,15.5595
SO46036,29509,新疆29509自行车销售有限公司,10-4020-000558,新疆,213,3/30/15,4/11/15,4/2/15,758,运动头盔,7,20.1865,141.3055
SO46036,29509,新疆29509自行车销售有限公司,10-4020-000558,新疆,213,3/30/15,4/11/15,4/11/15,759,长袖运动衫,6,28.8404,173.0424
SO46037,29988,海南29988自行车销售有限公司,10-4020-000208,海南,209,3/30/15,4/11/15,4/4/15,709,公路自行车,2,419.4589,838.9178
SO46037,29988,海南29988自行车销售有限公司,10-4020-000208,海南,209,3/30/15,4/11/15,4/7/15,711,公路自行车车架,1,178.5808,178.5808
SO46038,29946,辽宁29946自行车销售有限公司,10-4020-000102,辽宁,207,3/30/15,4/11/15,4/14/15,709,公路自行车,28,2146.962,60114.936
SO46038,29946,辽宁29946自行车销售有限公司,10-4020-000102,辽宁,207,3/30/15,4/11/15,4/11/15,711,公路自行车车架,8,356.898,2855.184
SO46038,29946,辽宁29946自行车销售有限公司,10-4020-000102,辽宁,207,3/30/15,4/11/15,4/13/15,759,长袖运动衫,2,28.8404,57.6808
SO46039,29680,北京29680自行车销售有限公司,10-4020-000389,北京,205,3/30/15,4/11/15,4/10/15,743,山地自行车,12,2039.994,24479.928
SO46039,29680,北京29680自行车销售有限公司,10-4020-000389,北京,205,3/30/15,4/11/15,4/1/15,752,山地自行车袜子,6,5.7,34.2
SO46040,29554,天津29554自行车销售有限公司,10-4020-000198,天津,208,3/30/15,4/11/15,4/12/15,709,公路自行车,1,419.4589,419.4589
SO46041,29865,江苏29865自行车销售有限公司,10-4020-000259,江苏,201,3/30/15,4/11/15,4/8/15,709,公路自行车,6,874.794,5248.764
SO46041,29865,江苏29865自行车销售有限公司,10-4020-000259,江苏,201,3/30/15,4/11/15,4/14/15,731,帽子,3,5.1865,15.5595
SO46041,29865,江苏29865自行车销售有限公司,10-4020-000259,江苏,201,3/30/15,4/11/15,4/8/15,759,长袖运动衫,1,28.8404,28.8404
SO46042,29773,湖南29773自行车销售有限公司,10-4020-000001,湖南,210,3/30/15,4/11/15,4/1/15,709,公路自行车,28,2146.962,60114.936
SO46042,29773,湖南29773自行车销售有限公司,10-4020-000001,湖南,210,3/30/15,4/11/15,4/3/15,711,公路自行车车架,10,356.898,3568.98
SO46042,29773,湖南29773自行车销售有限公司,10-4020-000001,湖南,210,3/30/15,4/11/15,4/3/15,759,长袖运动衫,1,28.8404,28.8404
SO46043,29961,河北29961自行车销售有限公司,10-4020-000036,河北,208,3/30/15,4/11/15,4/5/15,709,公路自行车,28,2146.962,60114.936
SO46043,29961,河北29961自行车销售有限公司,10-4020-000036,河北,208,3/30/15,4/11/15,4/10/15,711,公路自行车车架,10,356.898,3568.98
SO46043,29961,河北29961自行车销售有限公司,10-4020-000036,河北,208,3/30/15,4/11/15,4/9/15,759,长袖运动衫,1,28.8404,28.8404
SO46044,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,3/30/15,4/11/15,4/13/15,709,公路自行车,30,2146.962,64408.86
SO46044,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,3/30/15,4/11/15,4/10/15,711,公路自行车车架,7,356.898,2498.286
SO46044,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,3/30/15,4/11/15,4/2/15,731,帽子,1,5.1865,5.1865
SO46044,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,3/30/15,4/11/15,4/13/15,758,运动头盔,5,20.1865,100.9325
SO46044,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,3/30/15,4/11/15,4/2/15,759,长袖运动衫,6,28.8404,173.0424
SO46045,29749,广西29749自行车销售有限公司,10-4020-000584,广西,209,3/30/15,4/11/15,4/14/15,709,公路自行车,59,2146.962,126670.758
SO46045,29749,广西29749自行车销售有限公司,10-4020-000584,广西,209,3/30/15,4/11/15,4/2/15,711,公路自行车车架,22,758.0759,16677.6698
SO46045,29749,广西29749自行车销售有限公司,10-4020-000584,广西,209,3/30/15,4/11/15,4/14/15,731,帽子,6,5.1865,31.119
SO46045,29749,广西29749自行车销售有限公司,10-4020-000584,广西,209,3/30/15,4/11/15,4/5/15,758,运动头盔,12,20.1865,242.238
SO46045,29749,广西29749自行车销售有限公司,10-4020-000584,广西,209,3/30/15,4/11/15,4/1/15,759,长袖运动衫,10,28.8404,288.404
SO46046,29764,湖北29764自行车销售有限公司,10-4020-000471,湖北,203,3/30/15,4/11/15,4/4/15,709,公路自行车,1,874.794,874.794
SO46047,29945,青海29945自行车销售有限公司,10-4020-000099,青海,213,3/30/15,4/11/15,4/13/15,743,山地自行车,21,2039.994,42839.874
SO46047,29945,青海29945自行车销售有限公司,10-4020-000099,青海,213,3/30/15,4/11/15,4/14/15,745,山地自行车车架,5,818.7,4093.5
SO46047,29945,青海29945自行车销售有限公司,10-4020-000099,青海,213,3/30/15,4/11/15,4/9/15,752,山地自行车袜子,1,5.7,5.7
SO46048,30056,上海30056自行车销售有限公司,10-4020-000384,上海,202,3/30/15,4/11/15,4/14/15,743,山地自行车,16,2039.994,32639.904
SO46048,30056,上海30056自行车销售有限公司,10-4020-000384,上海,202,3/30/15,4/11/15,4/1/15,745,山地自行车车架,2,722.5949,1445.1898
SO46048,30056,上海30056自行车销售有限公司,10-4020-000384,上海,202,3/30/15,4/11/15,4/11/15,752,山地自行车袜子,3,5.7,17.1
SO46049,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,3/30/15,4/11/15,4/11/15,709,公路自行车,57,2146.962,122376.834
SO46049,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,3/30/15,4/11/15,4/9/15,711,公路自行车车架,22,356.898,7851.756
SO46049,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,3/30/15,4/11/15,4/5/15,731,帽子,3,5.1865,15.5595
SO46049,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,3/30/15,4/11/15,4/14/15,758,运动头盔,12,20.1865,242.238
SO46049,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,3/30/15,4/11/15,4/1/15,759,长袖运动衫,13,28.8404,374.9252
SO46050,30042,河北30042自行车销售有限公司,10-4020-000478,河北,208,3/30/15,4/11/15,4/7/15,709,公路自行车,1,2146.962,2146.962
SO46050,30042,河北30042自行车销售有限公司,10-4020-000478,河北,208,3/30/15,4/11/15,4/11/15,711,公路自行车车架,1,178.5808,178.5808
SO46051,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,3/30/15,4/11/15,4/3/15,743,山地自行车,14,2039.994,28559.916
SO46051,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,3/30/15,4/11/15,4/2/15,745,山地自行车车架,6,818.7,4912.2
SO46051,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,3/30/15,4/11/15,4/7/15,752,山地自行车袜子,9,5.7,51.3
SO46052,29571,广西29571自行车销售有限公司,10-4020-000289,广西,209,3/30/15,4/11/15,4/10/15,731,帽子,3,5.1865,15.5595
SO46052,29571,广西29571自行车销售有限公司,10-4020-000289,广西,209,3/30/15,4/11/15,4/8/15,743,山地自行车,12,2039.994,24479.928
SO46052,29571,广西29571自行车销售有限公司,10-4020-000289,广西,209,3/30/15,4/11/15,4/1/15,752,山地自行车袜子,6,5.7,34.2
SO46052,29571,广西29571自行车销售有限公司,10-4020-000289,广西,209,3/30/15,4/11/15,4/6/15,759,长袖运动衫,6,28.8404,173.0424
SO46053,29582,辽宁29582自行车销售有限公司,10-4020-000145,辽宁,207,3/30/15,4/11/15,4/8/15,743,山地自行车,24,2039.994,48959.856
SO46053,29582,辽宁29582自行车销售有限公司,10-4020-000145,辽宁,207,3/30/15,4/11/15,4/4/15,745,山地自行车车架,5,818.7,4093.5
SO46053,29582,辽宁29582自行车销售有限公司,10-4020-000145,辽宁,207,3/30/15,4/11/15,4/9/15,758,运动头盔,6,20.1865,121.119
SO46053,29582,辽宁29582自行车销售有限公司,10-4020-000145,辽宁,207,3/30/15,4/11/15,4/2/15,759,长袖运动衫,6,28.8404,173.0424
SO46054,29675,西藏29675自行车销售有限公司,10-4020-000107,西藏,213,3/30/15,4/11/15,4/13/15,709,公路自行车,16,874.794,13996.704
SO46054,29675,西藏29675自行车销售有限公司,10-4020-000107,西藏,213,3/30/15,4/11/15,4/6/15,731,帽子,2,5.1865,10.373
SO46055,30076,湖南30076自行车销售有限公司,10-4020-000527,湖南,210,3/30/15,4/11/15,4/5/15,709,公路自行车,31,2146.962,66555.822
SO46055,30076,湖南30076自行车销售有限公司,10-4020-000527,湖南,210,3/30/15,4/11/15,4/8/15,711,公路自行车车架,7,356.898,2498.286
SO46055,30076,湖南30076自行车销售有限公司,10-4020-000527,湖南,210,3/30/15,4/11/15,3/31/15,758,运动头盔,10,20.1865,201.865
